[Parameters]
Operating Mode, Non-Feedback
0.045,0.035,0.269,-5.337
0.097,0.031,0.269,-5.337
0.122,0.030,0.267,-5.337
0.068,0.029,0.268,-5.337
0.096,0.029,0.272,-5.337
0.187,0.034,0.276,-5.337
0.162,0.034,0.275,-5.337
0.066,0.032,0.273,-5.337
0.042,0.031,0.270,-5.337
0.184,0.032,0.270,-5.337
0.189,0.035,0.271,-5.337
0.118,0.033,0.272,-5.337
0.119,0.032,0.272,-5.337
0.116,0.029,0.268,-5.337
0.099,0.030,0.267,-5.337
0.103,0.033,0.269,-5.337
0.105,0.029,0.273,-5.337
0.153,0.028,0.275,-5.337
0.150,0.030,0.274,-5.337
0.031,0.032,0.272,-5.337
-0.041,0.032,0.269,-5.337
0.079,0.029,0.266,-5.337
0.148,0.030,0.268,-5.337
0.153,0.032,0.272,-5.337
0.140,0.033,0.274,-5.337
0.114,0.030,0.272,-5.337
0.045,0.030,0.270,-5.337
0.051,0.027,0.271,-5.337
0.079,0.028,0.273,-5.337
0.090,0.028,0.274,-5.337
0.100,0.025,0.274,-5.337
0.051,0.032,0.274,-5.337
0.027,0.032,0.273,-5.337
0.062,0.031,0.272,-5.337
0.112,0.029,0.269,-5.337
0.039,0.030,0.265,-5.337
-0.051,0.033,0.268,-5.337
0.007,0.033,0.273,-5.337
0.048,0.029,0.272,-5.337
0.136,0.026,0.268,-5.337
0.160,0.026,0.265,-5.337
0.130,0.025,0.268,-5.337
0.159,0.020,0.271,-5.337
0.205,0.022,0.277,-5.337
0.133,0.027,0.276,-5.337
0.080,0.028,0.273,-5.337
0.066,0.030,0.272,-5.337
0.082,0.027,0.273,-5.337
0.054,0.027,0.270,-5.337
0.036,0.030,0.268,-5.337
0.022,0.029,0.266,-5.337
0.055,0.031,0.265,-5.337
0.072,0.031,0.267,-5.337
0.087,0.031,0.270,-5.337
0.081,0.032,0.273,-5.337
0.092,0.030,0.275,-5.337
0.084,0.029,0.273,-5.337
0.030,0.031,0.272,-5.337
-0.024,0.032,0.273,-5.337
0.010,0.029,0.270,-5.337
0.083,0.031,0.269,-5.337
0.021,0.032,0.267,-5.337
-0.036,0.034,0.268,-5.337
0.037,0.030,0.270,-5.337
0.077,0.027,0.270,-5.337
0.067,0.026,0.269,-5.337
0.108,0.025,0.270,-5.337
0.123,0.025,0.272,-5.337
0.087,0.030,0.271,-5.337
-0.000,0.030,0.269,-5.337
-0.014,0.027,0.269,-5.337
0.041,0.024,0.270,-5.337
0.058,0.028,0.274,-5.337
0.015,0.028,0.274,-5.337
0.033,0.028,0.272,-5.337
0.033,0.027,0.273,-5.337
0.091,0.026,0.273,-5.337
0.132,0.027,0.271,-5.337
0.150,0.026,0.265,-5.337
0.030,0.027,0.262,-5.337
-0.066,0.025,0.264,-5.337
-0.030,0.024,0.267,-5.337
0.051,0.024,0.267,-5.337
0.074,0.026,0.266,-5.337
0.056,0.024,0.268,-5.337
0.002,0.024,0.270,-5.337
0.039,0.021,0.272,-5.337
0.164,0.022,0.273,-5.337
0.198,0.027,0.274,-5.337
0.183,0.029,0.276,-5.337
0.215,0.029,0.273,-5.337
0.178,0.027,0.273,-5.337
0.097,0.028,0.269,-5.337
0.083,0.026,0.265,-5.337
0.132,0.025,0.264,-5.337
0.180,0.025,0.265,-5.337
0.150,0.028,0.269,-5.337
0.112,0.027,0.270,-5.337
0.090,0.025,0.271,-5.337
0.130,0.024,0.272,-5.337
0.159,0.027,0.272,-5.337
0.178,0.029,0.271,-5.337
0.133,0.032,0.272,-5.337
0.128,0.030,0.270,-5.337
0.183,0.031,0.269,-5.337
0.155,0.032,0.269,-5.337
0.194,0.035,0.273,-5.337
0.205,0.033,0.270,-5.337
0.104,0.040,0.267,-5.337
0.056,0.038,0.272,-5.337
0.087,0.035,0.274,-5.337
0.133,0.034,0.275,-5.337
0.164,0.034,0.273,-5.337
0.175,0.034,0.272,-5.337
0.135,0.034,0.270,-5.337
0.092,0.035,0.270,-5.337
0.103,0.033,0.272,-5.337
0.094,0.031,0.275,-5.337
0.131,0.035,0.275,-5.337
0.141,0.038,0.273,-5.337
0.102,0.040,0.268,-5.337
0.098,0.040,0.268,-5.337
0.135,0.042,0.269,-5.337
0.152,0.044,0.267,-5.337
0.085,0.042,0.269,-5.337
0.100,0.038,0.270,-5.337
0.125,0.039,0.268,-5.337
0.100,0.040,0.267,-5.337
0.067,0.045,0.266,-5.337
0.091,0.047,0.268,-5.337
0.179,0.040,0.275,-5.337
0.276,0.039,0.276,-5.337
0.216,0.043,0.273,-5.337
0.193,0.042,0.268,-5.337
0.187,0.040,0.264,-5.337
0.266,0.041,0.263,-5.337
0.255,0.040,0.267,-5.337
0.175,0.042,0.270,-5.337
0.152,0.041,0.270,-5.337
0.117,0.041,0.270,-5.337
0.051,0.045,0.270,-5.337
0.104,0.045,0.267,-5.337
0.181,0.042,0.267,-5.337
0.184,0.039,0.269,-5.337
0.137,0.044,0.270,-5.337
0.143,0.042,0.268,-5.337
0.250,0.038,0.268,-5.337
0.300,0.037,0.268,-5.337
0.241,0.038,0.270,-5.337
0.155,0.043,0.269,-5.337
0.117,0.044,0.267,-5.337
0.142,0.037,0.270,-5.337
0.184,0.036,0.274,-5.337
0.214,0.036,0.273,-5.337
0.137,0.038,0.269,-5.337
0.147,0.038,0.269,-5.337
0.220,0.038,0.272,-5.337
0.203,0.040,0.273,-5.337
0.143,0.039,0.271,-5.337
0.044,0.039,0.270,-5.337
0.044,0.041,0.267,-5.337
0.090,0.041,0.268,-5.337
0.188,0.037,0.270,-5.337
0.292,0.035,0.270,-5.337
0.277,0.038,0.270,-5.337
0.199,0.039,0.272,-5.337
0.162,0.040,0.268,-5.337
0.181,0.042,0.268,-5.337
0.204,0.039,0.266,-5.337
0.194,0.044,0.268,-5.337
0.206,0.041,0.271,-5.337
0.290,0.036,0.270,-5.337
0.292,0.036,0.270,-5.337
0.262,0.041,0.271,-5.337
0.249,0.039,0.271,-5.337
0.313,0.037,0.270,-5.337
0.336,0.039,0.269,-5.337
0.271,0.046,0.272,-5.337
0.193,0.048,0.271,-5.337
0.213,0.048,0.268,-5.337
0.243,0.042,0.269,-5.337
0.243,0.045,0.270,-5.337
0.279,0.042,0.272,-5.337
0.280,0.045,0.273,-5.337
0.258,0.048,0.274,-5.337
0.229,0.049,0.271,-5.337
0.223,0.046,0.269,-5.337
0.252,0.044,0.270,-5.337
0.220,0.046,0.269,-5.337
0.223,0.046,0.266,-5.337
0.256,0.050,0.267,-5.337
0.180,0.055,0.273,-5.337
0.221,0.051,0.273,-5.337
0.289,0.048,0.271,-5.337
0.315,0.049,0.271,-5.337
0.304,0.048,0.272,-5.337
0.329,0.045,0.274,-5.337
0.345,0.047,0.271,-5.337
0.287,0.047,0.269,-5.337
0.233,0.047,0.271,-5.337
0.246,0.046,0.273,-5.337
0.258,0.045,0.275,-5.337
0.258,0.051,0.276,-5.337
0.279,0.052,0.274,-5.337
0.356,0.048,0.269,-5.337
0.428,0.044,0.268,-5.337
0.391,0.045,0.269,-5.337
0.352,0.048,0.271,-5.337
0.321,0.050,0.273,-5.337
0.277,0.052,0.271,-5.337
0.319,0.048,0.268,-5.337
0.328,0.049,0.270,-5.337
0.296,0.048,0.273,-5.337
0.251,0.047,0.274,-5.337
0.320,0.046,0.270,-5.337
0.343,0.051,0.266,-5.337
0.197,0.054,0.269,-5.337
0.156,0.055,0.276,-5.337
0.191,0.050,0.279,-5.337
0.307,0.046,0.272,-5.337
0.342,0.046,0.267,-5.337
0.266,0.050,0.269,-5.337
0.234,0.049,0.273,-5.337
0.275,0.048,0.272,-5.337
0.305,0.048,0.271,-5.337
0.394,0.048,0.269,-5.337
0.418,0.050,0.267,-5.337
0.362,0.049,0.266,-5.337
0.324,0.051,0.269,-5.337
0.283,0.051,0.272,-5.337
0.254,0.052,0.274,-5.337
0.263,0.051,0.277,-5.337
0.292,0.048,0.277,-5.337
0.342,0.049,0.272,-5.337
0.352,0.054,0.271,-5.337
0.347,0.053,0.275,-5.337
0.439,0.049,0.276,-5.337
0.392,0.052,0.271,-5.337
0.325,0.055,0.268,-5.337
0.359,0.057,0.267,-5.337
0.378,0.057,0.268,-5.337
0.295,0.057,0.271,-5.337
0.258,0.055,0.272,-5.337
0.214,0.057,0.274,-5.337
0.191,0.056,0.272,-5.337
0.227,0.053,0.270,-5.337
0.268,0.055,0.270,-5.337
0.281,0.056,0.271,-5.337
0.231,0.054,0.271,-5.337
0.265,0.054,0.271,-5.337
0.229,0.054,0.269,-5.337
0.280,0.053,0.268,-5.337
0.332,0.051,0.271,-5.337
0.295,0.053,0.270,-5.337
0.229,0.055,0.266,-5.337
0.205,0.056,0.267,-5.337
0.250,0.055,0.272,-5.337
0.284,0.056,0.272,-5.337
0.263,0.057,0.268,-5.337
0.297,0.055,0.267,-5.337
0.322,0.054,0.271,-5.337
0.289,0.055,0.274,-5.337
0.300,0.058,0.276,-5.337
0.330,0.057,0.271,-5.337
0.331,0.058,0.271,-5.337
0.368,0.054,0.272,-5.337
0.387,0.050,0.270,-5.337
0.451,0.048,0.270,-5.337
0.433,0.052,0.271,-5.337
0.406,0.054,0.274,-5.337
0.383,0.055,0.276,-5.337
0.391,0.055,0.271,-5.337
0.399,0.057,0.269,-5.337
0.375,0.061,0.270,-5.337
0.366,0.061,0.272,-5.337
0.355,0.060,0.272,-5.337
0.333,0.059,0.276,-5.337
0.351,0.060,0.277,-5.337
0.354,0.061,0.273,-5.337
0.383,0.059,0.270,-5.337
0.479,0.055,0.269,-5.337
0.437,0.057,0.271,-5.337
0.394,0.060,0.271,-5.337
0.412,0.059,0.271,-5.337
0.398,0.057,0.269,-5.337
0.340,0.064,0.268,-5.337
0.310,0.064,0.270,-5.337
0.315,0.063,0.274,-5.337
0.289,0.061,0.274,-5.337
0.332,0.058,0.274,-5.337
0.327,0.057,0.271,-5.337
0.371,0.055,0.271,-5.337
0.366,0.057,0.272,-5.337
0.357,0.056,0.275,-5.337
0.367,0.057,0.277,-5.337
0.371,0.061,0.275,-5.337
0.304,0.058,0.270,-5.337
0.252,0.058,0.269,-5.337
0.221,0.057,0.270,-5.337
0.239,0.059,0.268,-5.337
0.286,0.060,0.268,-5.337
0.319,0.059,0.268,-5.337
0.328,0.061,0.270,-5.337
0.333,0.062,0.277,-5.337
0.396,0.062,0.280,-5.337
0.402,0.058,0.274,-5.337
0.417,0.055,0.269,-5.337
0.380,0.055,0.268,-5.337
0.416,0.060,0.272,-5.337
0.426,0.060,0.275,-5.337
0.351,0.063,0.277,-5.337
0.280,0.062,0.272,-5.337
0.278,0.059,0.267,-5.337
0.328,0.056,0.268,-5.337
0.378,0.057,0.273,-5.337
0.424,0.055,0.272,-5.337
0.346,0.059,0.269,-5.337
0.219,0.060,0.273,-5.337
0.206,0.058,0.276,-5.337
0.307,0.057,0.276,-5.337
0.372,0.061,0.273,-5.337
0.336,0.062,0.274,-5.337
0.355,0.058,0.270,-5.337
0.351,0.060,0.267,-5.337
0.338,0.062,0.266,-5.337
0.328,0.061,0.269,-5.337
0.336,0.060,0.274,-5.337
0.343,0.061,0.274,-5.337
0.338,0.058,0.271,-5.337
0.387,0.053,0.269,-5.337
0.406,0.053,0.271,-5.337
0.366,0.056,0.275,-5.337
0.295,0.057,0.274,-5.337
0.284,0.058,0.272,-5.337
0.327,0.057,0.271,-5.337
0.340,0.059,0.270,-5.337
0.265,0.058,0.271,-5.337
0.219,0.058,0.276,-5.337
0.260,0.057,0.279,-5.337
0.347,0.055,0.274,-5.337
0.324,0.053,0.271,-5.337
0.240,0.053,0.271,-5.337
0.200,0.055,0.275,-5.337
0.198,0.057,0.276,-5.337
0.217,0.055,0.275,-5.337
0.359,0.049,0.270,-5.337
0.412,0.052,0.265,-5.337
0.323,0.058,0.260,-5.337
0.258,0.059,0.263,-5.337
0.280,0.055,0.268,-5.337
0.343,0.055,0.271,-5.337
0.318,0.055,0.273,-5.337
0.339,0.058,0.277,-5.337
0.363,0.054,0.276,-5.337
0.303,0.053,0.273,-5.337
0.251,0.053,0.272,-5.337
0.274,0.052,0.273,-5.337
0.269,0.050,0.272,-5.337
0.238,0.053,0.270,-5.337
0.260,0.051,0.271,-5.337
0.238,0.048,0.270,-5.337
0.208,0.048,0.271,-5.337
0.247,0.044,0.273,-5.337
0.275,0.048,0.275,-5.337
0.266,0.048,0.275,-5.337
0.245,0.050,0.276,-5.337
0.285,0.048,0.275,-5.337
0.369,0.050,0.273,-5.337
0.301,0.054,0.271,-5.337
0.196,0.054,0.272,-5.337
0.231,0.051,0.273,-5.337
0.359,0.049,0.273,-5.337
0.325,0.051,0.271,-5.337
0.269,0.050,0.270,-5.337
0.282,0.052,0.270,-5.337
0.247,0.053,0.271,-5.337
0.230,0.049,0.273,-5.337
0.232,0.047,0.273,-5.337
0.278,0.046,0.271,-5.337
0.326,0.047,0.268,-5.337
0.326,0.044,0.273,-5.337
0.292,0.043,0.274,-5.337
0.208,0.045,0.277,-5.337
0.222,0.047,0.279,-5.337
0.266,0.048,0.276,-5.337
0.321,0.045,0.273,-5.337
0.273,0.048,0.269,-5.337
0.223,0.050,0.268,-5.337
0.240,0.047,0.267,-5.337
0.296,0.047,0.273,-5.337
0.285,0.049,0.276,-5.337
0.247,0.048,0.277,-5.337
0.140,0.049,0.277,-5.337
0.103,0.046,0.273,-5.337
0.161,0.046,0.269,-5.337
0.206,0.046,0.270,-5.337
0.255,0.047,0.272,-5.337
0.231,0.048,0.273,-5.337
0.146,0.042,0.273,-5.337
0.228,0.042,0.273,-5.337
0.338,0.040,0.273,-5.337
0.261,0.042,0.275,-5.337
0.195,0.045,0.275,-5.337
0.217,0.044,0.274,-5.337
0.190,0.045,0.274,-5.337
0.185,0.046,0.273,-5.337
0.212,0.043,0.269,-5.337
0.252,0.044,0.268,-5.337
0.242,0.043,0.267,-5.337
0.217,0.043,0.270,-5.337
0.211,0.042,0.271,-5.337
0.123,0.044,0.274,-5.337
0.083,0.047,0.272,-5.337
0.178,0.045,0.267,-5.337
0.269,0.040,0.268,-5.337
0.294,0.042,0.271,-5.337
0.187,0.045,0.272,-5.337
0.158,0.041,0.273,-5.337
0.196,0.043,0.274,-5.337
0.233,0.045,0.271,-5.337
0.224,0.044,0.272,-5.337
0.250,0.039,0.273,-5.337
0.309,0.037,0.274,-5.337
0.257,0.039,0.273,-5.337
0.141,0.042,0.272,-5.337
0.116,0.043,0.274,-5.337
0.211,0.043,0.274,-5.337
0.262,0.043,0.274,-5.337
0.251,0.042,0.274,-5.337
0.206,0.039,0.273,-5.337
0.190,0.044,0.271,-5.337
0.156,0.043,0.268,-5.337
0.157,0.041,0.267,-5.337
0.168,0.042,0.269,-5.337
0.154,0.041,0.273,-5.337
0.117,0.041,0.272,-5.337
0.071,0.041,0.272,-5.337
0.023,0.040,0.273,-5.337
0.054,0.039,0.273,-5.337
0.132,0.038,0.273,-5.337
0.121,0.042,0.275,-5.337
0.156,0.045,0.279,-5.337
0.111,0.045,0.272,-5.337
0.081,0.042,0.267,-5.337
0.160,0.043,0.265,-5.337
0.138,0.041,0.268,-5.337
0.185,0.039,0.272,-5.337
0.224,0.040,0.276,-5.337
0.147,0.039,0.273,-5.337
0.142,0.039,0.271,-5.337
0.192,0.035,0.272,-5.337
0.208,0.039,0.277,-5.337
0.139,0.041,0.277,-5.337
0.054,0.039,0.277,-5.337
0.096,0.038,0.273,-5.337
0.164,0.038,0.270,-5.337
0.205,0.036,0.269,-5.337
0.267,0.036,0.272,-5.337
0.260,0.035,0.273,-5.337
0.239,0.034,0.268,-5.337
0.189,0.033,0.265,-5.337
0.153,0.035,0.264,-5.337
0.151,0.038,0.271,-5.337
0.133,0.040,0.275,-5.337
0.119,0.038,0.279,-5.337
0.151,0.035,0.279,-5.337
0.085,0.039,0.276,-5.337
0.091,0.037,0.276,-5.337
0.150,0.034,0.279,-5.337
0.084,0.034,0.279,-5.337
-0.001,0.037,0.275,-5.337
-0.008,0.038,0.275,-5.337
0.057,0.037,0.278,-5.337
0.071,0.033,0.276,-5.337
0.026,0.037,0.275,-5.337
-0.016,0.037,0.274,-5.337
0.031,0.036,0.275,-5.337
0.051,0.037,0.276,-5.337
0.055,0.036,0.273,-5.337
0.138,0.032,0.270,-5.337
0.191,0.034,0.269,-5.337
0.143,0.038,0.274,-5.337
0.125,0.037,0.274,-5.337
0.103,0.037,0.270,-5.337
0.090,0.032,0.267,-5.337
0.097,0.038,0.268,-5.337
0.082,0.040,0.270,-5.337
0.086,0.039,0.272,-5.337
0.083,0.035,0.274,-5.337
0.017,0.036,0.278,-5.337
0.030,0.034,0.277,-5.337
0.075,0.036,0.277,-5.337
0.060,0.037,0.270,-5.337
0.053,0.038,0.267,-5.337
0.060,0.037,0.272,-5.337
0.047,0.041,0.278,-5.337
0.047,0.039,0.279,-5.337
0.069,0.036,0.277,-5.337
0.098,0.039,0.276,-5.337
0.074,0.039,0.276,-5.337
0.091,0.039,0.279,-5.337
0.159,0.034,0.276,-5.337
0.169,0.032,0.271,-5.337
0.179,0.035,0.269,-5.337
0.129,0.038,0.272,-5.337
0.058,0.036,0.274,-5.337
0.033,0.035,0.275,-5.337
0.115,0.031,0.273,-5.337
0.215,0.032,0.275,-5.337
0.201,0.034,0.279,-5.337
0.117,0.034,0.277,-5.337
0.100,0.029,0.273,-5.337
0.122,0.029,0.275,-5.337
0.101,0.032,0.276,-5.337
0.092,0.031,0.273,-5.337
0.091,0.026,0.273,-5.337
0.092,0.023,0.272,-5.337
0.062,0.026,0.271,-5.337
0.033,0.031,0.269,-5.337
-0.011,0.031,0.275,-5.337
-0.032,0.030,0.278,-5.337
0.042,0.031,0.279,-5.337
0.174,0.027,0.274,-5.337
0.177,0.029,0.270,-5.337
0.023,0.034,0.269,-5.337
-0.073,0.036,0.271,-5.337
-0.019,0.033,0.271,-5.337
0.039,0.032,0.272,-5.337
0.081,0.029,0.275,-5.337
0.118,0.027,0.275,-5.337
0.042,0.031,0.277,-5.337
0.050,0.029,0.277,-5.337
0.105,0.029,0.276,-5.337
0.028,0.037,0.273,-5.337
-0.062,0.035,0.271,-5.337
-0.058,0.034,0.269,-5.337
0.034,0.032,0.272,-5.337
0.101,0.031,0.276,-5.337
0.063,0.034,0.279,-5.337
0.058,0.031,0.277,-5.337
0.145,0.029,0.278,-5.337
0.127,0.030,0.272,-5.337
0.138,0.033,0.270,-5.337
0.143,0.030,0.271,-5.337
0.128,0.029,0.275,-5.337
0.034,0.031,0.277,-5.337
0.022,0.028,0.279,-5.337
0.156,0.027,0.277,-5.337
0.119,0.031,0.276,-5.337
0.024,0.032,0.276,-5.337
0.035,0.032,0.272,-5.337
0.089,0.030,0.266,-5.337
0.029,0.031,0.268,-5.337
0.012,0.029,0.270,-5.337
-0.024,0.031,0.270,-5.337
0.025,0.026,0.271,-5.337
0.067,0.026,0.274,-5.337
0.011,0.028,0.272,-5.337
-0.015,0.029,0.272,-5.337
0.023,0.032,0.274,-5.337
0.019,0.033,0.271,-5.337
0.023,0.032,0.272,-5.337
0.087,0.032,0.275,-5.337
0.064,0.031,0.274,-5.337
0.065,0.032,0.274,-5.337
0.022,0.036,0.274,-5.337
-0.059,0.037,0.273,-5.337
-0.036,0.036,0.276,-5.337
0.034,0.035,0.279,-5.337
0.139,0.034,0.280,-5.337
0.163,0.030,0.274,-5.337
0.107,0.028,0.272,-5.337
0.076,0.030,0.273,-5.337
0.102,0.034,0.277,-5.337
0.151,0.035,0.277,-5.337
0.046,0.037,0.276,-5.337
-0.026,0.039,0.276,-5.337
-0.014,0.034,0.272,-5.337
0.071,0.034,0.274,-5.337
0.093,0.032,0.277,-5.337
0.122,0.033,0.280,-5.337
0.169,0.033,0.277,-5.337
0.121,0.035,0.273,-5.337
0.066,0.035,0.267,-5.337
0.072,0.036,0.267,-5.337
0.057,0.037,0.272,-5.337
0.057,0.038,0.274,-5.337
0.083,0.033,0.270,-5.337
0.054,0.035,0.273,-5.337
-0.003,0.035,0.276,-5.337
0.009,0.036,0.274,-5.337
0.050,0.035,0.271,-5.337
0.019,0.034,0.273,-5.337
0.047,0.035,0.272,-5.337
0.152,0.034,0.272,-5.337
0.180,0.037,0.273,-5.337
0.130,0.038,0.273,-5.337
0.122,0.036,0.274,-5.337
0.128,0.038,0.273,-5.337
0.115,0.037,0.273,-5.337
0.125,0.036,0.275,-5.337
0.152,0.036,0.279,-5.337
0.196,0.035,0.278,-5.337
0.129,0.038,0.274,-5.337
0.110,0.037,0.271,-5.337
0.168,0.034,0.270,-5.337
0.167,0.033,0.269,-5.337
0.222,0.032,0.270,-5.337
0.204,0.035,0.267,-5.337
0.088,0.041,0.267,-5.337
0.064,0.039,0.273,-5.337
0.133,0.038,0.274,-5.337
0.122,0.038,0.273,-5.337
0.130,0.041,0.273,-5.337
0.154,0.044,0.276,-5.337
0.168,0.043,0.276,-5.337
0.065,0.043,0.275,-5.337
-0.018,0.044,0.270,-5.337
0.033,0.042,0.269,-5.337
0.096,0.041,0.270,-5.337
0.101,0.038,0.273,-5.337
0.066,0.037,0.271,-5.337
0.099,0.038,0.272,-5.337
0.154,0.037,0.273,-5.337
0.193,0.036,0.274,-5.337
0.180,0.038,0.274,-5.337
0.184,0.042,0.275,-5.337
0.164,0.048,0.275,-5.337
0.090,0.047,0.275,-5.337
0.136,0.043,0.276,-5.337
0.204,0.040,0.277,-5.337
0.161,0.041,0.278,-5.337
0.105,0.040,0.278,-5.337
0.114,0.044,0.277,-5.337
0.152,0.048,0.273,-5.337
0.136,0.044,0.268,-5.337
0.176,0.041,0.269,-5.337
0.198,0.044,0.273,-5.337
0.126,0.046,0.274,-5.337
0.063,0.045,0.275,-5.337
0.054,0.045,0.272,-5.337
0.136,0.046,0.273,-5.337
0.205,0.046,0.274,-5.337
0.123,0.047,0.275,-5.337
0.121,0.045,0.272,-5.337
0.104,0.045,0.274,-5.337
0.101,0.048,0.279,-5.337
0.075,0.046,0.279,-5.337
0.121,0.042,0.273,-5.337
0.155,0.042,0.273,-5.337
0.192,0.043,0.276,-5.337
0.199,0.048,0.278,-5.337
0.191,0.045,0.279,-5.337
0.142,0.046,0.277,-5.337
0.156,0.044,0.274,-5.337
0.225,0.044,0.272,-5.337
0.263,0.046,0.270,-5.337
0.179,0.047,0.270,-5.337
0.120,0.045,0.274,-5.337
0.173,0.044,0.277,-5.337
0.186,0.046,0.275,-5.337
0.137,0.051,0.272,-5.337
0.131,0.049,0.271,-5.337
0.245,0.047,0.271,-5.337
0.297,0.047,0.273,-5.337
0.216,0.049,0.276,-5.337
0.141,0.050,0.273,-5.337
0.228,0.045,0.269,-5.337
0.271,0.045,0.271,-5.337
0.233,0.048,0.278,-5.337
0.238,0.047,0.282,-5.337
0.249,0.046,0.278,-5.337
0.243,0.047,0.273,-5.337
0.248,0.047,0.270,-5.337
0.245,0.046,0.269,-5.337
0.255,0.044,0.270,-5.337
0.230,0.047,0.270,-5.337
0.207,0.047,0.270,-5.337
0.182,0.049,0.269,-5.337
0.191,0.050,0.272,-5.337
0.221,0.048,0.273,-5.337
0.260,0.046,0.276,-5.337
0.275,0.049,0.275,-5.337
0.196,0.052,0.277,-5.337
0.191,0.050,0.274,-5.337
0.296,0.048,0.272,-5.337
0.289,0.050,0.270,-5.337
0.171,0.056,0.269,-5.337
0.140,0.055,0.270,-5.337
0.214,0.051,0.274,-5.337
0.293,0.049,0.274,-5.337
0.366,0.046,0.275,-5.337
0.355,0.051,0.274,-5.337
0.286,0.053,0.274,-5.337
0.225,0.049,0.273,-5.337
0.247,0.047,0.275,-5.337
0.287,0.047,0.276,-5.337
0.233,0.050,0.276,-5.337
0.189,0.051,0.276,-5.337
0.280,0.049,0.275,-5.337
0.225,0.052,0.277,-5.337
0.186,0.052,0.274,-5.337
0.205,0.053,0.271,-5.337
0.206,0.056,0.272,-5.337
0.267,0.057,0.274,-5.337
0.366,0.054,0.273,-5.337
0.357,0.052,0.269,-5.337
0.324,0.053,0.267,-5.337
0.312,0.056,0.268,-5.337
0.261,0.058,0.270,-5.337
0.243,0.057,0.272,-5.337
0.200,0.056,0.272,-5.337
0.174,0.057,0.271,-5.337
0.193,0.058,0.273,-5.337
0.206,0.057,0.273,-5.337
0.231,0.056,0.273,-5.337
0.208,0.057,0.273,-5.337
0.250,0.058,0.277,-5.337
0.308,0.060,0.277,-5.337
0.275,0.060,0.273,-5.337
0.242,0.058,0.268,-5.337
0.268,0.054,0.270,-5.337
0.276,0.055,0.272,-5.337
0.282,0.059,0.276,-5.337
0.245,0.058,0.276,-5.337
0.196,0.060,0.274,-5.337
0.237,0.061,0.269,-5.337
0.302,0.062,0.268,-5.337
0.285,0.059,0.273,-5.337
0.332,0.058,0.278,-5.337
0.311,0.058,0.277,-5.337
0.225,0.057,0.273,-5.337
0.263,0.054,0.271,-5.337
0.331,0.051,0.269,-5.337
0.397,0.051,0.269,-5.337
0.372,0.058,0.273,-5.337
0.321,0.060,0.276,-5.337
0.383,0.058,0.277,-5.337
0.378,0.058,0.277,-5.337
0.341,0.059,0.278,-5.337
0.326,0.059,0.280,-5.337
0.327,0.059,0.276,-5.337
0.256,0.058,0.275,-5.337
0.311,0.053,0.274,-5.337
0.433,0.052,0.272,-5.337
0.401,0.057,0.268,-5.337
0.340,0.061,0.268,-5.337
0.306,0.058,0.271,-5.337
0.280,0.057,0.272,-5.337
0.328,0.056,0.272,-5.337
0.368,0.056,0.274,-5.337
0.359,0.054,0.279,-5.337
0.326,0.056,0.280,-5.337
0.342,0.055,0.274,-5.337
0.423,0.054,0.273,-5.337
0.444,0.053,0.277,-5.337
0.364,0.059,0.272,-5.337
0.368,0.057,0.266,-5.337
0.357,0.057,0.267,-5.337
0.353,0.060,0.276,-5.337
0.373,0.062,0.278,-5.337
0.365,0.061,0.276,-5.337
0.326,0.059,0.274,-5.337
0.322,0.060,0.272,-5.337
0.273,0.061,0.271,-5.337
0.231,0.062,0.272,-5.337
0.278,0.063,0.273,-5.337
0.356,0.061,0.272,-5.337
0.365,0.062,0.271,-5.337
0.277,0.067,0.272,-5.337
0.247,0.065,0.273,-5.337
0.286,0.065,0.277,-5.337
0.256,0.063,0.280,-5.337
0.241,0.060,0.277,-5.337
0.274,0.059,0.271,-5.337
0.303,0.058,0.270,-5.337
0.284,0.061,0.271,-5.337
0.211,0.063,0.269,-5.337
0.264,0.061,0.272,-5.337
0.295,0.062,0.273,-5.337
0.260,0.065,0.275,-5.337
0.198,0.066,0.276,-5.337
0.254,0.065,0.275,-5.337
0.394,0.061,0.272,-5.337
0.438,0.061,0.272,-5.337
0.369,0.059,0.274,-5.337
0.401,0.057,0.276,-5.337
0.459,0.058,0.276,-5.337
0.429,0.063,0.276,-5.337
0.301,0.064,0.274,-5.337
0.273,0.061,0.272,-5.337
0.295,0.057,0.271,-5.337
0.298,0.061,0.269,-5.337
0.350,0.062,0.267,-5.337
0.388,0.062,0.266,-5.337
0.312,0.059,0.271,-5.337
0.334,0.061,0.273,-5.337
0.376,0.065,0.276,-5.337
0.405,0.061,0.278,-5.337
0.411,0.060,0.279,-5.337
0.346,0.063,0.274,-5.337
0.318,0.062,0.272,-5.337
0.409,0.059,0.272,-5.337
0.465,0.058,0.275,-5.337
0.428,0.058,0.275,-5.337
0.431,0.056,0.275,-5.337
0.447,0.057,0.277,-5.337
0.442,0.059,0.276,-5.337
0.403,0.057,0.271,-5.337
0.265,0.060,0.270,-5.337
0.274,0.059,0.269,-5.337
0.358,0.060,0.271,-5.337
0.380,0.061,0.273,-5.337
0.330,0.062,0.274,-5.337
0.234,0.063,0.274,-5.337
0.306,0.059,0.275,-5.337
0.366,0.057,0.275,-5.337
0.311,0.059,0.279,-5.337
0.376,0.059,0.284,-5.337
0.386,0.059,0.279,-5.337
